Title,Year,Source,DOI,Keyword,Any location CWTS core
Bibliometrics and Citation Analysis: From the Science Citation Index to Cybermetrics,2009,Journal of the American Society for Information Science and Technology,https://doi.org/10.1002/asi.21181,Citation|Bibliometrics|Science Citation Index|Citation analysis|Computer science|Information retrieval|Library science|Index (typography)|Citation index|World Wide Web,True|False
"Journal Prestige, Publication Bias, and Other Characteristics Associated With Citation of Published Studies in Peer-Reviewed Journals",2002,JAMA,https://doi.org/10.1001/jama.287.21.2847,Impact factor|Medicine|Citation|Confidence interval|Publishing|Publication bias|Specialty|Statistics|Demography|Family medicine|Library science|Internal medicine|Mathematics|Computer science,True|False|False
Quantifying the evolution of individual scientific impact,2016,Science,https://doi.org/10.1126/science.aaf5239,Computational biology|Biology,True|False|False|False
Measuring contextual citation impact of scientific journals,2010,Journal of Informetrics,https://doi.org/10.1016/j.joi.2010.01.002,Citation|Subject (documents)|Citation impact|Field (mathematics)|Impact factor|Computer science|Citation analysis|Data science|Library science|Mathematics|Political science|Law,True|False
Patterns of connections and movements in dual坼map overlays: A new method of publication portfolio analysis,2013,Journal of the Association for Information Science and Technology,https://doi.org/10.1002/asi.22968,Portfolio|Computer science|Dual (grammatical number)|Field (mathematics)|Modern portfolio theory|Data science|Overlay|Thematic map|Citation|Position (finance)|Function (biology)|Operations research|Data mining|World Wide Web|Business|Geography|Cartography|Mathematics|Finance,True|False||||False|False
Bibliometrics: tracking research impact by selecting the appropriate metrics,2015,Asian Journal of Andrology,https://doi.org/10.4103/1008-682x.171582,Metric (unit)|Bibliometrics|Computer science|Data science|Yardstick|Data mining|Mathematics|Engineering,True|False|False|False|False|False|False|False|False
University Research Evaluation and Funding: An International Comparison,2003,Minerva,https://doi.org/10.1023/b:mine.0000005155.70870.bd,Accountability|Higher education|Political science|Accounting|Economics|Business|Economic growth|Law,True|False|False
Systematic inequality and hierarchy in faculty hiring networks,2015,Science Advances,https://doi.org/10.1126/sciadv.1400005,Prestige|Hierarchy|Ranking (information retrieval)|Rank (graph theory)|Inequality|Position (finance)|Sociology|Job market|Job placement|Public relations|Political science|Computer science|Business|Pedagogy|Mathematics|Engineering|Law,True|False|False
Chance and Consensus in Peer Review,1981,Science,https://doi.org/10.1126/science.7302566,Foundation (evidence)|Selection (genetic algorithm)|Set (abstract data type)|Psychology|Population|Consensus conference|Peer review|Selection bias|Political science|Medicine|Library science|Computer science|Law|Environmental health|Pathology,True|False|False
Tradition and Innovation in Scientists＊ Research Strategies,2015,American Sociological Review,https://doi.org/10.1177/0003122415601618,Typology|Publication|Biomedicine|Psychological intervention|Field (mathematics)|Bridge (graph theory)|Sociology|Epistemology|Positive economics|Engineering ethics|Political science|Psychology|Economics|Medicine|Engineering|Law,any location CWTS core
Comparison of the Hirsch-index with standard bibliometric indicators and with peer judgment for 147 chemistry research groups,2006,Scientometrics,https://doi.org/10.1556/scient.67.2006.3.10,Citation|Science Citation Index|Index (typography)|Bibliometrics|Peer review|Citation analysis|Computer science|Psychology|Operations research|Library science|Statistics|Data science|Mathematics|Political science,True|False|False
Betweenness centrality as an indicator of the interdisciplinarity of scientific journals,2007,Journal of the American Society for Information Science and Technology,https://doi.org/10.1002/asi.20614,Betweenness centrality|Centrality|Citation|Science Citation Index|Social Sciences Citation Index|Set (abstract data type)|Normalization (sociology)|Computer science|Data science|Citation analysis|Social network analysis|Closeness|Bibliometrics|Sociology|Social science|Data mining|Library science|Mathematics|Statistics|World Wide Web|Social media,True|False||False
Studying research collaboration using co-authorships,1996,Scientometrics,https://doi.org/10.1007/bf02129600,Context (archaeology)|Science policy|Function (biology)|Political science|Computer science|Data science|Knowledge management|Management science|Sociology|Regional science|Public administration|Engineering|Geography,any location CWTS core
Impact of bibliometrics upon the science system: Inadvertent consequences?,2005,Scientometrics,https://doi.org/10.1007/s11192-005-0007-7,Bibliometrics|Ranking (information retrieval)|Competence (human resources)|Citation|Computer science|Context (archaeology)|Field (mathematics)|Data science|Citation analysis|Impact factor|Government (linguistics)|Management science|Political science|Psychology|Data mining|Information retrieval|Library science|Engineering|Mathematics,True|False|False|False
"Self-Selected or Mandated, Open Access Increases Citation Impact for Higher Quality Research",2010,PLoS ONE,https://doi.org/10.1371/journal.pone.0013636,Quality (philosophy)|Impact factor|Citation|Logistic regression|Publication bias|Test (biology)|Computer science|Psychology|MEDLINE|World Wide Web|Biology,True|False|False|False|False|False|False|False|False|False|False
"Citation influence for journal aggregates of scientific publications: Theory, with application to the literature of physics",1976,Information Processing & Management,https://doi.org/10.1016/0306-4573(76)90048-0,Citation|Aggregate (composite)|Computer science|Information retrieval|Citation analysis|Data science|Library science|Nanotechnology|Materials science,any location CWTS core
Cited Documents as Concept Symbols,1978,Social Studies of Science,https://doi.org/10.1177/030631277800800305,Symbol (formal)|Meaning (existential)|Interpretation (philosophy)|Citation|Computer science|Epistemology|Association (psychology)|Linguistics|Philosophy|Library science,any location CWTS core
The Scientific Wealth of Nations,1997,Science,https://doi.org/10.1126/science.275.5301.793,Pleasure|Bronze|Measure (data warehouse)|Political science|History|Psychology|Ancient history|Computer science,any location CWTS core
Searching the web: The public and their queries,2001,Journal of the American Society for Information Science and Technology,https://doi.org/10.1002/1097-4571(2000)9999:9999<::aid-asi1591>3.0.co;2-r,Computer science|World Wide Web|Web search engine|Search engine|Information retrieval|Web search query|Semantic search|Entertainment|Rank (graph theory)|Web crawler|Mathematics|Political science,any location CWTS core
A comparison of Scopus and Web of Science for a typical university,2009,Scientometrics,https://doi.org/10.1007/s11192-009-2178-0,Scopus|Web of science|Portuguese|Citation|Computer science|Point (geometry)|Citation database|Set (abstract data type)|Citation impact|Bibliometrics|Information retrieval|Citation analysis|Impact factor|Bibliographic database|World Wide Web|Database|Library science|Data science|Political science|Mathematics|MEDLINE,True|False
The Matthew effect in science funding,2018,Proceedings of the National Academy of Sciences,https://doi.org/10.1073/pnas.1719557115,Grant funding|Asset (computer security)|Political science|Asset allocation|Public funding|Economics|Finance|Public administration|Portfolio|Computer science,True|False|False|False|False|False|False|False|False|False
The fourth age of research,2013,Nature,https://doi.org/10.1038/497557a,Geography,True|False|False
Sex Differences in Research Productivity: New Evidence about an Old Puzzle,1998,American Sociological Review,https://doi.org/10.2307/2657505,Productivity|Psychology|Demographic economics|Economics|Economic growth,any location CWTS core
A Principal Component Analysis of 39 Scientific Impact Measures,2009,PLoS ONE,https://doi.org/10.1371/journal.pone.0006022,Impact factor|Construct (python library)|Principal component analysis|Citation|Data science|Citation analysis|Computer science|Scientific literature|Bibliometrics|Component (thermodynamics)|Data mining|World Wide Web|Artificial intelligence|Biology,True|False|False|False|False|False|||False|False
25years at Knowledge-Based Systems: A bibliometric analysis,2015,Knowledge-Based Systems,https://doi.org/10.1016/j.knosys.2014.12.035,Computer science|Bibliometrics|Impact factor|Data science|Information retrieval|Library science|Political science,True|False
Understanding Patterns of International Scientific Collaboration,1992,Science Technology & Human Values,https://doi.org/10.1177/016224399201700106,Geopolitics|Interpretation (philosophy)|Regional science|Political science|Macro|Macro level|Geography|Economics|Computer science|Economic system|Law,True|
When authorship fails. A proposal to make contributors accountable,1997,JAMA,https://doi.org/10.1001/jama.278.7.579,Accountability|Honesty|Promotion (chess)|Medicine|Work (physics)|Credibility|Public relations|Law and economics|Political science|Law|Sociology|Politics,True|False
"The academic, economic and societal impacts of Open Access: an evidence-based review",2016,F1000Research,https://doi.org/10.12688/f1000research.8460.3,Viewpoints|Publication|Open science|Scope (computer science)|Public relations|Political science|Citation|Open data|Societal impact of nanotechnology|Scholarly communication|Work (physics)|Open access journal|Open research|Publishing|Business|Scopus|Computer science|MEDLINE|Engineering|World Wide Web,True|False|False|False|False|False
